x y
17.3403 61.2727

72.7018 60.5455
72.8090 60.9547

72.8832 61.2727
72.8090 60.9547

17.1910 61.7304
17.1115 62.0000

17.3403 61.2727
17.1910 61.7304

72.8832 61.2727
73.0317 62.0000

17.1115 62.0000
16.9230 62.7273

73.0317 62.0000
73.1584 62.7273

16.9230 62.7273
16.7624 63.4545

73.1584 62.7273
73.2618 63.4545

16.7624 63.4545
16.6323 64.1818

73.2618 63.4545
73.3385 64.1818

16.6323 64.1818
16.5369 64.9091

73.3385 64.1818
73.3830 64.9091

16.5369 64.9091
16.4814 65.6364

73.3830 64.9091
73.3882 65.6364

16.4814 65.6364
16.4722 66.3636

73.3882 65.6364
73.3458 66.3636

