x y
42.1404 5.6564
42.2027 5.0257

32.8104 8.7703
32.8504 8.8235
32.8105 8.8522
32.8104 8.7703

72.2759 10.6578
73.1581 11.6126
72.5442 12.2300
72.2759 10.6578

24.4157 8.2580
24.9599 11.0177
21.7769 15.5700
20.6890 12.9621
24.4157 8.2580

37.7536 6.2359
38.4062 6.6111
37.7248 7.6711
37.7536 6.2359

44.5082 1.5700
45.3359 1.5700
44.4157 2.1245
44.5082 1.5700

70.9942 5.4746
73.1631 6.0427
72.5451 7.6045
69.9562 8.0369
70.9942 5.4746

53.7325 1.5700
54.9034 1.5700
54.9034 3.5624
53.7325 1.5700

63.6013 3.5030
64.3517 4.2597
63.9587 4.3591
63.6013 3.5030

54.9034 3.5624
55.4739 2.2366
57.9468 4.7606
56.5559 5.3548
54.9034 3.5624

24.9599 11.0177
27.3721 11.4897
28.0865 15.5700
24.9997 15.5700
24.9599 11.0177

55.2072 6.1323
57.7243 8.0287
55.2527 10.3500
54.9034 9.4504
55.2072 6.1323

69.9562 8.0369
72.5451 7.6045
72.2759 10.6578
69.9562 8.0369

54.9034 10.4998
54.9219 10.8082
52.9866 15.5700
52.9874 15.4412
54.9034 10.4998

31.7207 4.0952
32.2070 4.8359
31.4486 4.9224
31.7207 4.0952

58.2258 5.7807
58.8435 9.4875
57.7243 8.0287
58.2258 5.7807

31.7207 4.0952
32.2321 3.7630
32.2070 4.8359
31.7207 4.0952

60.4303 2.8352
61.1457 5.6662
59.1842 4.9258
60.4303 2.8352

44.4157 2.1245
44.7197 5.0356
42.2027 5.0257
44.4157 2.1245

39.2624 1.5700
39.8817 1.5700
41.9018 4.1148
41.5543 4.5824
39.2624 1.5700

27.1908 1.5700
28.5595 1.5700
29.2880 2.7969
27.9718 3.4159
27.1908 1.5700

47.1069 1.5700
48.7389 1.5700
48.1441 3.5312
47.1069 1.5700

55.2527 10.3500
58.8435 9.4875
58.8666 14.4627
56.3503 12.4422
55.2527 10.3500

52.9874 15.4412
52.9866 15.5700
52.8866 15.5700
52.9874 15.4412

45.3359 1.5700
47.1069 1.5700
46.5328 2.7332
45.3359 1.5700

34.5718 5.0360
36.6600 5.8391
33.1153 8.7106
32.8902 8.7605
34.5718 5.0360

32.8105 8.8522
32.8538 8.9159
30.5180 15.5700
29.5327 13.1746
32.8105 8.8522

48.2496 10.6750
53.0484 10.6078
52.3839 15.0634
48.2496 10.6750

29.4344 5.5805
31.4486 4.9224
32.8104 8.7703
29.4344 5.5805

54.9034 3.5624
56.5559 5.3548
54.8046 5.4480
54.9034 3.5624

35.4457 3.1344
36.6600 5.8391
34.5718 5.0360
35.4457 3.1344

47.0314 10.6467
47.2849 13.4112
44.9901 12.6562
47.0314 10.6467

83.9217 4.2432
85.1873 1.5700
92.0000 8.5658
83.9217 4.2432

38.5377 1.5700
39.2624 1.5700
38.8310 3.0428
38.5377 1.5700

61.5477 8.8852
64.0301 11.2440
60.2422 10.9217
61.5477 8.8852

54.9034 1.5700
55.4739 2.2366
54.9034 3.5624
54.9034 1.5700

54.9034 1.5700
56.1741 1.5700
55.4739 2.2366
54.9034 1.5700

48.6253 5.6621
49.8422 6.3089
48.2264 8.4513
48.6253 5.6621

40.9924 14.3928
41.7627 15.5700
40.4863 15.5700
40.9924 14.3928

32.8105 8.8522
32.9199 8.8592
32.8538 8.9159
32.8105 8.8522

69.9562 8.0369
72.2759 10.6578
69.4860 9.5198
69.9562 8.0369

57.8288 3.1853
58.6842 4.0204
57.9468 4.7606
57.8288 3.1853

14.5403 8.5240
15.1089 9.0733
14.0598 9.5686
14.5403 8.5240

60.0093 7.3390
61.5477 8.8852
60.2422 10.9217
58.8435 9.4875
60.0093 7.3390

60.4303 2.8352
61.5069 1.5700
63.6013 3.5030
63.3093 4.7746
60.4303 2.8352

58.8435 9.4875
60.2422 10.9217
58.8666 14.4627
58.8435 9.4875

54.8046 5.4480
56.5559 5.3548
55.2072 6.1323
54.8046 5.4480

60.2422 10.9217
64.0301 11.2440
61.9487 13.0624
60.2422 10.9217

65.9344 1.5700
64.3760 4.7282
64.3517 4.2597
65.9344 1.5700

32.8538 8.9159
32.9199 8.8592
35.7855 13.7477
34.2874 15.5700
32.8538 8.9159

58.6842 4.0204
59.1842 4.9258
57.9468 4.7606
58.6842 4.0204

52.3046 1.5700
53.7325 1.5700
52.9307 2.3729
52.3046 1.5700

30.8891 3.5089
31.7207 4.0952
31.4486 4.9224
30.8891 3.5089

81.9927 8.4236
92.0000 8.5658
83.9655 14.4710
81.9927 8.4236

69.4860 9.5198
72.2759 10.6578
70.2114 12.0751
69.4860 9.5198

48.6253 5.6621
49.8422 5.2633
49.8422 6.3089
48.6253 5.6621

29.2880 2.7969
30.8891 3.5089
31.4486 4.9224
29.4344 5.5805
